"fecha","cantidad","material","Tipo_Producto","segmento_producto","supergrupo_producto","grupo_producto","subgrupo_producto"
"2021-09-15","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-17","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-18","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-19","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-20","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-21","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-22","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-23","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-24","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-25","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-28","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-29","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-09-30","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-01","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-02","14.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-03","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-09","15.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-10","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-12","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-15","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-16","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-17","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-18","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-19","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-21","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-22","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-23","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-24","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-25","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-27","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-28","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-29","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-30","15.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-10-31","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-01","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-02","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-03","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-05","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-06","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-07","12.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-08","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-09","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-11","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-12","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-13","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-14","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-15","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-16","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-17","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-18","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-19","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-20","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-21","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-22","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-25","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-26","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-27","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-28","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-29","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-11-30","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-01","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-02","10.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-03","9.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-05","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-07","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-08","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-09","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-10","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-11","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-12","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-14","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-16","10.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-17","12.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-18","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-19","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-20","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-21","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-22","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-23","9.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-24","13.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-25","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-26","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-27","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-28","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-29","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-30","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2021-12-31","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-02","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-03","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-04","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-08","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-09","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-15","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-16","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-17","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-21","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-22","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-23","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-24","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-25","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-27","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-28","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-01-30","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-01","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-02","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-03","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-04","15.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-05","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-06","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-07","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-08","8.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-09","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-13","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-14","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-17","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-19","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-20","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-21","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-24","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-25","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-26","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-27","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-02-28","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-01","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-02","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-03","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-05","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-06","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-07","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-08","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-09","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-11","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-12","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-13","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-14","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-15","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-16","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-17","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-18","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-19","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-20","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-25","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-27","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-29","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-30","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-03-31","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-04-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-04-07","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-04-14","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-04-30","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-01","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-02","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-03","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-04","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-05","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-06","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-07","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-08","9.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-09","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-11","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-13","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-14","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-15","10.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-20","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-21","7.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-22","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-24","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-25","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-26","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-27","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-28","16.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-29","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-30","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-05-31","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-01","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-02","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-03","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-04","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-05","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-06","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-08","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-09","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-10","8.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-11","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-17","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-22","2.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-23","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-24","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-25","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-26","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-28","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-29","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-06-30","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-01","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-02","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-03","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-04","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-05","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-06","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-07","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-08","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-09","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-10","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-17","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-18","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-20","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-21","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-23","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-25","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-27","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-28","8.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-29","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-30","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-07-31","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-01","3.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-02","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-03","8.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-04","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-05","6.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-06","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-07","5.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-10","4.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-11","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
"2022-08-12","1.00","25109220001","YOI","GIRLS","BELLEZA Y BIENESTAR","FRAGANCIAS","NO APLICA"
